id,utterance,intent,slots,tool_name,tool_arguments,risk_level,requires_confirmation,expected_result,source,language,domain
36ea18850a55,jarvis remind me to take medicine next Monday right now,set_reminder,"{""task"": ""take medicine"", ""time"": ""next Monday""}",set_reminder,"{""task"": ""take medicine"", ""time"": ""next Monday""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
e5c12a6b9cca,please disable living room TV when possible,smart_home_off,"{""device"": ""TV"", ""room"": ""living room"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""TV"", ""room"": ""living room"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
fa25ba6dfd92,search for invoice docx files in Downloads,search_files,"{""file_type"": ""docx"", ""folder"": ""Downloads"", ""query"": ""invoice""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Downloads"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_template,en,laptop_assistant
33c3576b264c,show me mp4 files related to invoice please,search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""invoice""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
033abea3a92a,i need you to show me assignment.xlsx for me,open_file,"{""file_name"": ""assignment.xlsx""}",open_file,"{""file_name"": ""assignment.xlsx""}",medium,False,assignment.xlsx opened,synthetic_paraphrase_wrapper,en,laptop_assistant
eb39612bc251,schedule project review on 25 June tonight,create_calendar_event,"{""date"": ""on 25 June"", ""time"": ""tonight"", ""title"": ""project review""}",create_calendar_event,"{""date"": ""on 25 June"", ""time"": ""tonight"", ""title"": ""project review""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
ddac36562413,i need you to find script files in Screenshots quickly,search_files,"{""file_type"": ""pptx"", ""folder"": ""Screenshots"", ""query"": ""script""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Screenshots"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
025ec16e9c1b,send project_report.txt to trash,delete_file,"{""file_name"": ""project_report.txt""}",delete_file,"{""file_name"": ""project_report.txt"", ""mode"": ""trash""}",high,True,Trash confirmation required,synthetic_template,en,laptop_assistant
2d3ca90950b6,hey jarvis find assignment files in Pictures for me,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Pictures"", ""query"": ""assignment""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Pictures"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
adb0d197dc68,jarvis start playing Sikkim travel songs,play_music,"{""query"": ""Sikkim travel songs""}",play_music,"{""query"": ""Sikkim travel songs""}",low,False,Playing Sikkim travel songs,synthetic_paraphrase_wrapper,en,laptop_assistant
fa65293719f3,jarvis set sound to 45 please,set_volume,"{""level"": 45}",set_system_volume,"{""level"": 45}",low,False,Volume set to 45%,synthetic_paraphrase_wrapper,en,laptop_assistant
fe427f705bff,jarvis switch on the fan in the living room for me,smart_home_on,"{""device"": ""fan"", ""room"": ""living room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""fan"", ""room"": ""living room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_paraphrase_wrapper,en,laptop_assistant
88089141b1bf,i need you to run Calculator,open_app,"{""app"": ""calculator"", ""display_name"": ""Calculator""}",open_application,"{""app"": ""calculator""}",low,False,Calculator handled,synthetic_paraphrase_wrapper,en,laptop_assistant
2ec5453bcced,i need you to disable kitchen AC,smart_home_off,"{""device"": ""AC"", ""room"": ""kitchen"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""AC"", ""room"": ""kitchen"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
5c052303d83e,can you look for invoice documents please,search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""invoice""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Music"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_paraphrase_wrapper,en,laptop_assistant
86ffc59f167b,open meeting.pptx,open_file,"{""file_name"": ""meeting.pptx""}",open_file,"{""file_name"": ""meeting.pptx""}",medium,False,meeting.pptx opened,synthetic_template,en,laptop_assistant
78936379c4a6,launch Terminal,open_app,"{""app"": ""terminal"", ""display_name"": ""Terminal""}",open_application,"{""app"": ""terminal""}",low,False,Terminal handled,synthetic_template,en,laptop_assistant
dd05054607f6,please write a note titled trip plan right now,create_note,"{""title"": ""trip plan""}",create_note,"{""content"": """", ""title"": ""trip plan""}",low,False,Note trip plan created,synthetic_paraphrase_wrapper,en,laptop_assistant
22ff0aca3854,could you schedule doctor appointment tomorrow next Monday right now,create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""next Monday"", ""title"": ""doctor appointment""}",create_calendar_event,"{""date"": ""tomorrow"", ""time"": ""next Monday"", ""title"": ""doctor appointment""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
c9676bedd48a,please remind me after 30 minutes for me,start_timer,"{""duration"": ""30 minutes""}",start_timer,"{""duration"": ""30 minutes""}",low,False,Timer set for 30 minutes,synthetic_paraphrase_wrapper,en,laptop_assistant
c3ca5f7a192e,i need you to add submit it before evening to trip plan right now,append_note,"{""content"": ""submit it before evening"", ""title"": ""trip plan""}",append_to_note,"{""content"": ""submit it before evening"", ""title"": ""trip plan""}",low,False,Note trip plan updated,synthetic_paraphrase_wrapper,en,laptop_assistant
85ada15b3ce5,i need you to open Music for me,open_folder,"{""folder"": ""Music""}",open_folder,"{""folder"": ""Music""}",low,False,Music folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
f5cdd0150dc4,can you make the volume 100,set_volume,"{""level"": 100}",set_system_volume,"{""level"": 100}",low,False,Volume set to 100%,synthetic_paraphrase_wrapper,en,laptop_assistant
914df170bbdd,could you increase volume by 15 percent right now,increase_volume,"{""delta"": 15}",adjust_system_volume,"{""delta"": 15, ""direction"": ""up""}",low,False,Volume increased by 15%,synthetic_paraphrase_wrapper,en,laptop_assistant
537d2f40e463,jarvis run backup.py quickly,run_script,"{""script_name"": ""backup.py""}",run_script,"{""script_name"": ""backup.py""}",high,True,Script execution confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
0ab6290a401b,switch on the AC in the living room,smart_home_on,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""AC"", ""room"": ""living room"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_template,en,laptop_assistant
e772bacd4b68,brightness 90 percent please,set_brightness,"{""level"": 90}",set_screen_brightness,"{""level"": 90}",low,False,Brightness set to 90%,synthetic_paraphrase_wrapper,en,laptop_assistant
eeffa098626b,could you make screen brightness 60 when possible,set_brightness,"{""level"": 60}",set_screen_brightness,"{""level"": 60}",low,False,Brightness set to 60%,synthetic_paraphrase_wrapper,en,laptop_assistant
4dde0486c79e,find presentation files in Screenshots,search_files,"{""file_type"": ""zip"", ""folder"": ""Screenshots"", ""query"": ""presentation""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Screenshots"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_template,en,laptop_assistant
d1707ba3c7e0,jarvis look for notes documents right now,search_files,"{""file_type"": ""jpg"", ""folder"": ""Screenshots"", ""query"": ""notes""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Screenshots"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_paraphrase_wrapper,en,laptop_assistant
361a8d694cee,jarvis remind me to charge laptop next Monday for me,set_reminder,"{""task"": ""charge laptop"", ""time"": ""next Monday""}",set_reminder,"{""task"": ""charge laptop"", ""time"": ""next Monday""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
44a899e0dc8c,please show my Music folder quickly,open_folder,"{""folder"": ""Music""}",open_folder,"{""folder"": ""Music""}",low,False,Music folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
cd0f51517564,open resume.jpg,open_file,"{""file_name"": ""resume.jpg""}",open_file,"{""file_name"": ""resume.jpg""}",medium,False,resume.jpg opened,synthetic_template,en,laptop_assistant
36d8a6d8ca8c,can you set volume to 0 percent quickly,set_volume,"{""level"": 0}",set_system_volume,"{""level"": 0}",low,False,Volume set to 0%,synthetic_paraphrase_wrapper,en,laptop_assistant
d17a791f04a3,pause media,pause_media,"{""action"": ""pause""}",pause_media,"{""action"": ""pause""}",low,False,Media playback updated,synthetic_template,en,laptop_assistant
fbdfe298d4bd,jarvis put on calm music quickly,play_music,"{""query"": ""calm music""}",play_music,"{""query"": ""calm music""}",low,False,Playing calm music,synthetic_paraphrase_wrapper,en,laptop_assistant
31ac14df090a,put display brightness at 50 percent,set_brightness,"{""level"": 50}",set_screen_brightness,"{""level"": 50}",low,False,Brightness set to 50%,synthetic_template,en,laptop_assistant
5e221a171e6c,find information about Python file automation tutorial,search_web,"{""query"": ""Python file automation tutorial""}",search_web,"{""query"": ""Python file automation tutorial""}",low,False,Web search opened for Python file automation tutorial,synthetic_template,en,laptop_assistant
f7e44fae3235,i need you to set living room AC to 24 degrees when possible,smart_home_set,"{""device"": ""AC"", ""room"": ""living room"", ""unit"": ""celsius"", ""value"": 24}",set_smart_home_device_value,"{""device"": ""AC"", ""room"": ""living room"", ""unit"": ""celsius"", ""value"": 24}",medium,False,living room AC set to 24°C,synthetic_paraphrase_wrapper,en,laptop_assistant
18894468e054,jarvis set timer for 10 minutes quickly,start_timer,"{""duration"": ""10 minutes""}",start_timer,"{""duration"": ""10 minutes""}",low,False,Timer set for 10 minutes,synthetic_paraphrase_wrapper,en,laptop_assistant
edcf1ec79fd7,email the document,clarify_ambiguous,"{""reason"": ""recipient/document missing""}",ask_clarification,"{""question"": ""Could you clarify? recipient/document missing.""}",none,False,Clarification requested,synthetic_template,en,laptop_assistant
68149d037f8b,next song,next_track,{},next_media_track,{},low,False,Skipped to next track,synthetic_template,en,laptop_assistant
20a7a47d2229,hey jarvis make a new note for project bugs for me,create_note,"{""title"": ""project bugs""}",create_note,"{""content"": """", ""title"": ""project bugs""}",low,False,Note project bugs created,synthetic_paraphrase_wrapper,en,laptop_assistant
d53d502f6775,can you start a note about today's tasks right now,create_note,"{""title"": ""today's tasks""}",create_note,"{""content"": """", ""title"": ""today's tasks""}",low,False,Note today's tasks created,synthetic_paraphrase_wrapper,en,laptop_assistant
b4b79d98c308,can you jarvis set sound to 65 for me,set_volume,"{""level"": 65}",set_system_volume,"{""level"": 65}",low,False,Volume set to 65%,synthetic_paraphrase_wrapper,en,laptop_assistant
7de5cd0bedfd,open assignment.xlsx,open_file,"{""file_name"": ""assignment.xlsx""}",open_file,"{""file_name"": ""assignment.xlsx""}",medium,False,assignment.xlsx opened,synthetic_template,en,laptop_assistant
dd8e138b8501,find budget files in Pictures,search_files,"{""file_type"": ""txt"", ""folder"": ""Pictures"", ""query"": ""budget""}",search_files,"{""file_type"": ""txt"", ""folder"": ""Pictures"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_template,en,laptop_assistant
16d67f87a6bf,i need you to switch off the speaker in the study room quickly,smart_home_off,"{""device"": ""speaker"", ""room"": ""study room"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""speaker"", ""room"": ""study room"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
e9c389240711,can you enable bedroom fan when possible,smart_home_on,"{""device"": ""fan"", ""room"": ""bedroom"", ""state"": ""on""}",control_smart_home_device,"{""device"": ""fan"", ""room"": ""bedroom"", ""state"": ""on""}",medium,False,Smart home device turned on,synthetic_paraphrase_wrapper,en,laptop_assistant
3ae28b223f38,i need you to show me zip files related to script please,search_files,"{""file_type"": ""zip"", ""folder"": ""Pictures"", ""query"": ""script""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Pictures"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
6888c8a420da,could you dim the screen by 30 percent right now,decrease_brightness,"{""delta"": 30}",adjust_screen_brightness,"{""delta"": 30, ""direction"": ""down""}",low,False,Brightness decreased by 30%,synthetic_paraphrase_wrapper,en,laptop_assistant
85e8393f29c2,remind me to leave for class next Monday,set_reminder,"{""task"": ""leave for class"", ""time"": ""next Monday""}",set_reminder,"{""task"": ""leave for class"", ""time"": ""next Monday""}",low,False,Reminder created,synthetic_template,en,laptop_assistant
85440ff9c600,please schedule team meeting this weekend tonight for me,create_calendar_event,"{""date"": ""this weekend"", ""time"": ""tonight"", ""title"": ""team meeting""}",create_calendar_event,"{""date"": ""this weekend"", ""time"": ""tonight"", ""title"": ""team meeting""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
659789de7a83,schedule class lecture on Friday next Monday quickly,create_calendar_event,"{""date"": ""on Friday"", ""time"": ""next Monday"", ""title"": ""class lecture""}",create_calendar_event,"{""date"": ""on Friday"", ""time"": ""next Monday"", ""title"": ""class lecture""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
edc5c9ad34c2,please find project report files in Desktop right now,search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""project report""}",search_files,"{""file_type"": ""png"", ""folder"": ""Desktop"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_paraphrase_wrapper,en,laptop_assistant
ae18bf3122f4,decrease volume by 20 percent,decrease_volume,"{""delta"": 20}",adjust_system_volume,"{""delta"": 20, ""direction"": ""down""}",low,False,Volume decreased by 20%,synthetic_template,en,laptop_assistant
36bdc3f22353,could you schedule class lecture next week next Monday please,create_calendar_event,"{""date"": ""next week"", ""time"": ""next Monday"", ""title"": ""class lecture""}",create_calendar_event,"{""date"": ""next week"", ""time"": ""next Monday"", ""title"": ""class lecture""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
9bda9bf47363,could you make the volume 90 for me,set_volume,"{""level"": 90}",set_system_volume,"{""level"": 90}",low,False,Volume set to 90%,synthetic_paraphrase_wrapper,en,laptop_assistant
daee53082161,find meeting files in Documents please,search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""meeting""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Documents"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
6d8869a8f399,i need you to show me mp4 files related to project report for me,search_files,"{""file_type"": ""mp4"", ""folder"": ""Documents"", ""query"": ""project report""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Documents"", ""query"": ""project report""}",low,False,Search results for project report,synthetic_paraphrase_wrapper,en,laptop_assistant
eb8f15b529fb,hey jarvis look for photo documents for me,search_files,"{""file_type"": ""jpg"", ""folder"": ""Screenshots"", ""query"": ""photo""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Screenshots"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_paraphrase_wrapper,en,laptop_assistant
5e2482d3ed71,jarvis set bedroom AC to 18 degrees for me,smart_home_set,"{""device"": ""AC"", ""room"": ""bedroom"", ""unit"": ""celsius"", ""value"": 18}",set_smart_home_device_value,"{""device"": ""AC"", ""room"": ""bedroom"", ""unit"": ""celsius"", ""value"": 18}",medium,False,bedroom AC set to 18°C,synthetic_paraphrase_wrapper,en,laptop_assistant
0d0f29e30286,i need you to show me pptx files related to script for me,search_files,"{""file_type"": ""pptx"", ""folder"": ""Pictures"", ""query"": ""script""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Pictures"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
79b9e73fbd99,schedule team meeting today tomorrow morning,create_calendar_event,"{""date"": ""today"", ""time"": ""tomorrow morning"", ""title"": ""team meeting""}",create_calendar_event,"{""date"": ""today"", ""time"": ""tomorrow morning"", ""title"": ""team meeting""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
4789b54e3058,can you look for budget documents please,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Projects"", ""query"": ""budget""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Projects"", ""query"": ""budget""}",low,False,Search results for budget,synthetic_paraphrase_wrapper,en,laptop_assistant
72a341a0add2,hey jarvis exit Visual Studio Code quickly,close_app,"{""app"": ""vscode"", ""display_name"": ""Visual Studio Code""}",close_application,"{""app"": ""vscode""}",medium,False,Visual Studio Code handled,synthetic_paraphrase_wrapper,en,laptop_assistant
1b09c95f1d52,could you show me mp4 files related to presentation please,search_files,"{""file_type"": ""mp4"", ""folder"": ""Videos"", ""query"": ""presentation""}",search_files,"{""file_type"": ""mp4"", ""folder"": ""Videos"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_paraphrase_wrapper,en,laptop_assistant
1307fdacc71a,show me png files related to notes,search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""notes""}",search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_template,en,laptop_assistant
a07914f8924c,hey jarvis look for presentation documents when possible,search_files,"{""file_type"": ""zip"", ""folder"": ""Projects"", ""query"": ""presentation""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Projects"", ""query"": ""presentation""}",low,False,Search results for presentation,synthetic_paraphrase_wrapper,en,laptop_assistant
7bd6038070cb,find assignment files in Projects,search_files,"{""file_type"": ""py"", ""folder"": ""Projects"", ""query"": ""assignment""}",search_files,"{""file_type"": ""py"", ""folder"": ""Projects"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_template,en,laptop_assistant
7c803d67b83c,can you find resume files in Screenshots quickly,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Screenshots"", ""query"": ""resume""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Screenshots"", ""query"": ""resume""}",low,False,Search results for resume,synthetic_paraphrase_wrapper,en,laptop_assistant
2f45660c5d33,schedule study session today tonight,create_calendar_event,"{""date"": ""today"", ""time"": ""tonight"", ""title"": ""study session""}",create_calendar_event,"{""date"": ""today"", ""time"": ""tonight"", ""title"": ""study session""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
f188212ff8a8,disable bedroom lights,smart_home_off,"{""device"": ""lights"", ""room"": ""bedroom"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""lights"", ""room"": ""bedroom"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_template,en,laptop_assistant
2f36442904ae,run resize_images.py,run_script,"{""script_name"": ""resize_images.py""}",run_script,"{""script_name"": ""resize_images.py""}",high,True,Script execution confirmation required,synthetic_template,en,laptop_assistant
24bc8bfd6c73,jarvis set sound to 5 please,set_volume,"{""level"": 5}",set_system_volume,"{""level"": 5}",low,False,Volume set to 5%,synthetic_paraphrase_wrapper,en,laptop_assistant
a64ef539b360,show me pdf files related to notes please,search_files,"{""file_type"": ""pdf"", ""folder"": ""Projects"", ""query"": ""notes""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Projects"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_paraphrase_wrapper,en,laptop_assistant
ed9ecf8ec564,find assignment files in Projects,search_files,"{""file_type"": ""xlsx"", ""folder"": ""Projects"", ""query"": ""assignment""}",search_files,"{""file_type"": ""xlsx"", ""folder"": ""Projects"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_template,en,laptop_assistant
9690c3a5a6d1,jarvis remind me to charge laptop tomorrow morning when possible,set_reminder,"{""task"": ""charge laptop"", ""time"": ""tomorrow morning""}",set_reminder,"{""task"": ""charge laptop"", ""time"": ""tomorrow morning""}",low,False,Reminder created,synthetic_paraphrase_wrapper,en,laptop_assistant
44ddc692cd55,can you increase brightness by 10 percent when possible,increase_brightness,"{""delta"": 10}",adjust_screen_brightness,"{""delta"": 10, ""direction"": ""up""}",low,False,Brightness increased by 10%,synthetic_paraphrase_wrapper,en,laptop_assistant
173c0e1dfd9f,hey jarvis make the volume 90 for me,set_volume,"{""level"": 90}",set_system_volume,"{""level"": 90}",low,False,Volume set to 90%,synthetic_paraphrase_wrapper,en,laptop_assistant
0d40dfbf11c1,set volume to 30 percent,set_volume,"{""level"": 30}",set_system_volume,"{""level"": 30}",low,False,Volume set to 30%,synthetic_template,en,laptop_assistant
3f4314db727c,jarvis rename project_report.txt to project_report_final.txt right now,rename_file,"{""new_name"": ""project_report_final.txt"", ""old_name"": ""project_report.txt""}",rename_file,"{""new_name"": ""project_report_final.txt"", ""old_name"": ""project_report.txt""}",medium,True,File rename preview created,synthetic_paraphrase_wrapper,en,laptop_assistant
ae6fe4400e46,open script.pptx quickly,open_file,"{""file_name"": ""script.pptx""}",open_file,"{""file_name"": ""script.pptx""}",medium,False,script.pptx opened,synthetic_paraphrase_wrapper,en,laptop_assistant
4e3f25992aa8,could you switch off the speaker in the study room when possible,smart_home_off,"{""device"": ""speaker"", ""room"": ""study room"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""speaker"", ""room"": ""study room"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
f8aa73a316f2,find notes files in Screenshots,search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""notes""}",search_files,"{""file_type"": ""png"", ""folder"": ""Screenshots"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_template,en,laptop_assistant
90a75e39dad2,search for script pdf files in Downloads for me,search_files,"{""file_type"": ""pdf"", ""folder"": ""Downloads"", ""query"": ""script""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Downloads"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
e5f48d9f3a93,hey jarvis start playing calm music quickly,play_music,"{""query"": ""calm music""}",play_music,"{""query"": ""calm music""}",low,False,Playing calm music,synthetic_paraphrase_wrapper,en,laptop_assistant
81ff367b81ea,i need you to show me docx files related to meeting for me,search_files,"{""file_type"": ""docx"", ""folder"": ""Pictures"", ""query"": ""meeting""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Pictures"", ""query"": ""meeting""}",low,False,Search results for meeting,synthetic_paraphrase_wrapper,en,laptop_assistant
0422f2651637,i need you to put speaker volume at 70 percent please,set_volume,"{""level"": 70}",set_system_volume,"{""level"": 70}",low,False,Volume set to 70%,synthetic_paraphrase_wrapper,en,laptop_assistant
95b04900998e,turn volume down by 25,decrease_volume,"{""delta"": 25}",adjust_system_volume,"{""delta"": 25, ""direction"": ""down""}",low,False,Volume decreased by 25%,synthetic_template,en,laptop_assistant
ad9cca10c04f,execute backup.py,run_script,"{""script_name"": ""backup.py""}",run_script,"{""script_name"": ""backup.py""}",high,True,Script execution confirmation required,synthetic_template,en,laptop_assistant
8daf07a69ce3,hey jarvis switch off the fan in the bedroom right now,smart_home_off,"{""device"": ""fan"", ""room"": ""bedroom"", ""state"": ""off""}",control_smart_home_device,"{""device"": ""fan"", ""room"": ""bedroom"", ""state"": ""off""}",medium,False,Smart home device turned off,synthetic_paraphrase_wrapper,en,laptop_assistant
a4ca551e4f39,can you show my Documents folder,open_folder,"{""folder"": ""Documents""}",open_folder,"{""folder"": ""Documents""}",low,False,Documents folder opened,synthetic_paraphrase_wrapper,en,laptop_assistant
19df13874531,can you open script.mp4 when possible,open_file,"{""file_name"": ""script.mp4""}",open_file,"{""file_name"": ""script.mp4""}",medium,False,script.mp4 opened,synthetic_paraphrase_wrapper,en,laptop_assistant
f42a303e7fbf,find assignment files in Downloads,search_files,"{""file_type"": ""jpg"", ""folder"": ""Downloads"", ""query"": ""assignment""}",search_files,"{""file_type"": ""jpg"", ""folder"": ""Downloads"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_template,en,laptop_assistant
6d47c4e02e8d,find photo files in Projects,search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""photo""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Projects"", ""query"": ""photo""}",low,False,Search results for photo,synthetic_template,en,laptop_assistant
392a095b2ee7,start Discord,open_app,"{""app"": ""discord"", ""display_name"": ""Discord""}",open_application,"{""app"": ""discord""}",low,False,Discord handled,synthetic_template,en,laptop_assistant
1958a7ad81dc,can you search for notes docx files in Downloads please,search_files,"{""file_type"": ""docx"", ""folder"": ""Downloads"", ""query"": ""notes""}",search_files,"{""file_type"": ""docx"", ""folder"": ""Downloads"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_paraphrase_wrapper,en,laptop_assistant
2550a86dbf04,increase volume by 20 percent,increase_volume,"{""delta"": 20}",adjust_system_volume,"{""delta"": 20, ""direction"": ""up""}",low,False,Volume increased by 20%,synthetic_template,en,laptop_assistant
1ed920afc921,search for invoice zip files in Videos,search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""invoice""}",search_files,"{""file_type"": ""zip"", ""folder"": ""Videos"", ""query"": ""invoice""}",low,False,Search results for invoice,synthetic_template,en,laptop_assistant
950177108ea5,open the notes file,open_file,"{""file_name"": ""notes.pdf""}",open_file,"{""file_name"": ""notes.pdf""}",medium,False,notes.pdf opened,synthetic_template,en,laptop_assistant
e1a3859ce815,could you schedule class lecture on Friday at 9:30 am right now,create_calendar_event,"{""date"": ""on Friday"", ""time"": ""at 9:30 am"", ""title"": ""class lecture""}",create_calendar_event,"{""date"": ""on Friday"", ""time"": ""at 9:30 am"", ""title"": ""class lecture""}",medium,True,Calendar event confirmation required,synthetic_paraphrase_wrapper,en,laptop_assistant
85653bd38986,play lofi beats when possible,play_music,"{""query"": ""lofi beats""}",play_music,"{""query"": ""lofi beats""}",low,False,Playing lofi beats,synthetic_paraphrase_wrapper,en,laptop_assistant
788ce997e647,check my schedule this weekend,check_calendar,"{""date"": ""this weekend""}",check_calendar,"{""date"": ""this weekend""}",low,False,Calendar checked for this weekend,synthetic_template,en,laptop_assistant
6dfe7f655617,search for assignment pptx files in Projects for me,search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""assignment""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Projects"", ""query"": ""assignment""}",low,False,Search results for assignment,synthetic_paraphrase_wrapper,en,laptop_assistant
1d1be74aa8e4,can you volume 10 percent please,set_volume,"{""level"": 10}",set_system_volume,"{""level"": 10}",low,False,Volume set to 10%,synthetic_paraphrase_wrapper,en,laptop_assistant
9d7bd8987872,schedule project review this weekend at 7 pm,create_calendar_event,"{""date"": ""this weekend"", ""time"": ""at 7 pm"", ""title"": ""project review""}",create_calendar_event,"{""date"": ""this weekend"", ""time"": ""at 7 pm"", ""title"": ""project review""}",medium,True,Calendar event confirmation required,synthetic_template,en,laptop_assistant
a09015833255,i need you to search for notes pptx files in Documents,search_files,"{""file_type"": ""pptx"", ""folder"": ""Documents"", ""query"": ""notes""}",search_files,"{""file_type"": ""pptx"", ""folder"": ""Documents"", ""query"": ""notes""}",low,False,Search results for notes,synthetic_paraphrase_wrapper,en,laptop_assistant
c112ab3aa51f,can you show me project_report.pdf when possible,open_file,"{""file_name"": ""project_report.pdf""}",open_file,"{""file_name"": ""project_report.pdf""}",medium,False,project_report.pdf opened,synthetic_paraphrase_wrapper,en,laptop_assistant
d78914df7afd,i need you to look for script documents please,search_files,"{""file_type"": ""pdf"", ""folder"": ""Downloads"", ""query"": ""script""}",search_files,"{""file_type"": ""pdf"", ""folder"": ""Downloads"", ""query"": ""script""}",low,False,Search results for script,synthetic_paraphrase_wrapper,en,laptop_assistant
5027d3adc24a,jarvis make it 15 percent quieter right now,decrease_volume,"{""delta"": 15}",adjust_system_volume,"{""delta"": 15, ""direction"": ""down""}",low,False,Volume decreased by 15%,synthetic_paraphrase_wrapper,en,laptop_assistant
